,50
0,5.561197223699478
1,8.34897490569229
2,9.999056179220046
3,-1.1441539011639744e-11
4,6.4325103148891625
5,5.905441613884919
6,6.146988930496535
7,8.883613850846276
8,9.502339852207916
9,8.131118710298436
10,7.131550610290325
11,7.968873326485168
12,8.645133291112554
13,7.5224061658708345
14,7.316604160730275
15,4.751035962296503
16,7.679952463408299
17,4.275932366052072
18,5.413020510099892e-12
19,9.03989662229835
20,4.2759323660690205
21,7.293523098937328
22,9.619805025155681e-13
23,-1.4038152685699376e-11
24,8.032507573230275
25,3.8418275166104525
26,5.982055080645294
27,6.531031724075526
28,7.357370193307547
29,4.999680803723158
30,6.98579568203515
31,8.99956679811143
32,5.452650710183063
33,6.795082735281521
34,6.7541400292278135
35,8.003212561316715
36,8.226542550555187
37,7.238331559557373
38,-8.76964808640668e-12
39,7.100911631843369
40,4.892336314568919
41,6.960107163582356
42,1.83663127528342e-11
43,5.545872195295349
44,-3.2613220358983752e-12
45,5.734291576342447
46,6.532382921901106
47,6.155462760396452
48,6.733935074015511
49,-1.1333511962677434e-12
50,5.613032287990197
51,8.82758677275579e-13
52,3.0187866321621524
53,6.747762744974724
54,6.757951965390095
55,3.8008287698278664
56,7.92120037545989
57,8.70204342997133
58,1.2757243236879666e-12
59,6.569147094244233
60,-1.1745132054664602e-11
61,8.85694671386598
62,3.800828769833291
63,-5.915176729405782e-12
64,4.556873045636095
65,4.5953348821678625e-12
66,4.275932366051906
67,4.275932366057445
68,4.822521431288738
69,7.823340547278533
70,7.629537798822856
71,-1.2513200651300284e-11
72,6.77318000342299
73,6.320864639952761
74,3.8008287698248076
75,2.58753139899823
76,6.60167989632167
77,6.274856817716351
78,-2.8199984528484066e-12
79,7.091157804427321
80,8.112080885236866e-12
81,8.2785222316674e-12
82,1.0196682068674363e-11
83,1.2088900209137892e-11
84,7.757589762141896e-12
85,6.94280760682989
86,-7.537822281752692e-13
87,7.968984692059201
88,6.204062548105315
89,3.0187866321690677
90,7.050489159826111
91,7.645192233357911
92,8.290485325417142
93,5.791695970826632
94,7.277947371390222
95,5.999361261529485
96,6.155462760410983
97,9.723546774888697e-12
98,6.626456836870242
99,1.667751459910496e-11
100,-1.5118524219453273e-12
101,-9.311587271229237e-12
102,-2.04331085915277e-12
103,-5.746461524538402e-12
104,4.5568730456302236
105,5.8118629290281
106,2.2318434432329745e-13
107,-4.2766952524936977e-13
108,7.645192233341578
109,-2.6814983788156086e-12
110,-3.512581143076001e-13
111,4.906610057931871
112,-2.344958467422944e-11
113,3.881297098508103
114,6.482987691522409
115,5.519936315173351
116,6.844115518950418
117,4.556873045641073
118,-1.7560808390056226e-11
119,7.079544639626076
120,4.906610057938485
121,5.066604287168728
122,7.390833920647801
123,6.04792874209473e-13
124,7.460970413927521
125,7.073809002274546
126,-2.6856492297209786e-12
127,6.832611505375811
128,4.895654752388744
129,-1.6800540749149293e-11
130,5.767502681280437
131,4.360411718456203
132,-2.0422520540586647e-12
133,3.375661029422015e-12
134,3.1146284855996062e-12
135,-1.7592087544310292e-11
136,6.645033382467996
137,9.99893543601106
138,5.383220772217572
139,7.663915769193611e-12
140,1.895509213533376e-11
141,4.822521431282878
142,6.290920807194708e-12
143,3.800828769827717
144,4.6340434686878575e-14
145,-3.67939621508996e-12
146,4.3604117184472315
147,4.619776683400845
148,7.776183248639323
149,4.10262377555075
150,6.303202193719714
151,4.849355423043962
152,1.7022043002738598e-11
153,5.2253299884548365
154,2.418455080783048e-12
155,-2.3115273365655175e-11
156,-1.970362869032633e-12
157,1.7630037186704665e-11
158,1.534834198276451e-11
159,3.8008287698313308
160,8.095234638301184
161,5.063192272944035
162,1.6130424114084685e-11
163,-3.4625336014219883e-12
164,5.063192272924216
165,9.192997685177856e-13
166,1.604965388564341e-12
167,6.624374759875399
168,1.4960980899839582e-11
169,5.442579629055766e-12
170,6.846427529230451e-12
171,-8.72813173232112e-12
172,-4.287196177376465e-12
173,3.8008287698323766
174,5.709428154050205
175,6.61814905891613e-13
176,7.128518366428335
177,5.1385745174562505
178,-7.87358505734607e-12
179,7.369435734259947
180,-1.4409184121880489e-11
181,-2.0682628690305198e-13
182,4.905463183259124
183,6.385336156593134e-12
184,4.120601741681117
185,5.884323943967272
186,6.487293636519121
187,5.687343241889649e-12
188,5.349817381161831
189,-1.092851154061623e-11
190,8.656129551771366e-12
191,7.893215576742294
192,-1.8842363715581608e-11
193,2.2451816993995282e-11
194,-1.4313533000207662e-11
195,7.865145844258319
196,4.649926167639812e-13
197,-9.886706479657751e-12
198,2.4885835664673233e-12
199,-4.682184767571454e-13
200,6.241226119858288e-12
201,3.8812970985038406
202,3.6483140538798835e-12
203,-1.7622220673052975e-12
204,5.246567739381376
205,4.561661673948556
206,-1.2194036944227833e-12
207,3.361599077042135
208,4.001138236033106
209,6.25084820887417
210,-7.192658233280999e-12
211,4.8563041607753714e-12
212,8.782307491070942e-12
213,5.37830170723347
214,3.487972576659436
215,-8.062573507311676e-12
216,4.972799804318243
217,4.587262043817562
218,1.562440719961938e-11
219,-4.377129362375599e-12
220,-3.6368256576036577e-12
221,-1.9284503276584765e-11
222,-1.5509365328033243e-13
223,1.3156667150855436e-13
224,-5.996306601494324e-12
225,2.172538524101269e-12
226,-1.9593774156892803e-12
227,4.901962547430381
228,6.238409536144505
229,1.191523432693622e-11
230,6.204062548118437
231,5.274801997114622
232,1.2068680956537056e-11
233,5.813904413520011
234,-1.8517807178190343e-12
235,5.976044914489643
236,5.269900798492995
237,1.2660349433031614e-11
238,-2.2636805621863763e-11
239,1.2440719510146072e-12
240,1.1782434030215628e-11
241,9.33106399964828e-13
242,-3.901741373619366e-12
243,6.797283243847195
244,1.3428293653690993e-11
245,-8.781555680518411e-12
246,-1.2362647173941167e-11
247,2.881370637467916
248,8.391303250122622e-12
249,-4.798393357215323e-12
250,6.574460826053853
251,6.697928299636869
252,1.4041531690156557e-11
253,6.764842710931563
254,8.072607210660937
255,6.959011491893767
256,-1.7858380755516268e-12
257,-2.9026911317690375e-11
258,7.726630593447953e-12
259,2.8813706374574757
260,3.898527447624703e-12
261,-2.3543060698433428e-12
262,5.743014607968843e-13
263,7.684274952439144
264,7.637253955450944
265,-1.3950675973068958e-11
266,6.194712872563683
267,4.183732621524097
268,-1.9390073241983145e-12
269,3.450041865335849
270,5.206304071502581
271,-5.775916545131113e-12
272,3.724927633117737
273,-3.945694610453632e-12
274,7.373848867288999
275,7.450798792241834
276,5.809900190680254e-13
277,-5.312646062087815e-12
278,-8.851116628116592e-12
279,-1.2067440292231594e-12
280,7.355912359797223e-12
281,5.946260625603421
282,2.2870033737856687e-12
283,5.196633169685418e-13
284,-1.8938440897897242e-11
285,3.3891921558971698e-12
286,-5.018149167284941e-12
287,6.197692285466777
288,3.325725173593925
289,4.749163015984533
290,-1.1012791629345665e-11
291,6.13561912519634
292,7.540863319324601
293,7.334046961239627
294,4.741013159216103
295,5.383220772205111
296,1.3888681860971628e-12
297,1.5588207823955187e-11
298,-3.5828147367669403e-12
299,5.519936315179694
300,6.24667634174986
301,2.0362057816738994e-12
302,4.9800480637004726e-12
303,4.8772939775288355
304,5.028419789560327
305,4.9054631832457165
306,-6.084971442616664e-12
307,-1.7596475946937956e-12
308,-2.6009337814894525e-12
309,-9.507763260370645e-12
310,6.856784122507723
311,6.580430234903536
312,4.525740527030313
313,-9.20929068107525e-12
314,-8.304316782877531e-12
315,-1.8438097474025482e-11
316,1.1667445898921441e-11
317,2.8506215773686097
318,4.556873045637785
319,-1.4023358744259013e-11
320,-1.3473199439868923e-11
321,5.044030502923642
322,7.702513774352097e-12
323,1.973882261876949e-11
324,5.628914021570903
325,6.091508182037006
326,2.8813706374698107
327,9.225284360101165e-12
328,-2.3909113567341543e-11
329,2.2941699183653217e-12
330,4.4154551303130685
331,6.414586568087008
332,5.412267024754366e-12
333,5.1588541861804954e-12
334,-1.351461593214185e-11
335,2.401142197884978
336,4.650630102212531
337,1.1699930497225416e-12
338,4.138864105164329e-12
339,-3.841552341849298e-12
340,4.837922597295034
341,2.850621577369174
342,6.133886198494936
343,6.6409317231933285
344,-1.312654859698468e-11
345,1.793810024806005e-11
346,1.906654280933669e-12
347,4.556873045628991
348,3.5442345910606265
349,1.0901571759346774e-12
350,-4.0662024776703627e-13
351,6.664172797528469
352,7.133417723234934
353,1.7972396152799952e-12
354,1.2800960062157521e-11
355,6.222304303511385
356,6.323429337789842e-13
357,1.0461452549520733e-11
358,-5.389387418306869e-13
359,4.045847123358249
360,2.3755179811522837
361,4.380862357213481
362,1.8617105276115954e-12
363,1.5517832359104447e-11
364,4.9110343465390445
365,-8.498083553075878e-12
366,4.050553818347979
367,4.069301339430782
368,1.0305211899874871e-11
369,6.3544919533547395
370,8.252708938002878e-12
371,6.126393132394818
372,4.10262377553601
373,1.848446653273836e-11
374,4.647576459457181
375,6.7212543985434285
376,2.7988717514970866e-12
377,-9.255191346379303e-12
378,2.3755179811603746
379,5.817640372835247
380,1.211330638841965e-11
381,1.4673711889540847e-11
382,7.107798001153995
383,-1.1192145939994277e-12
384,-9.410527759530826e-12
385,1.0672239372677272e-11
386,-3.761171760802541e-12
387,3.2651198801966197e-12
388,-6.162756378734412e-12
389,6.02843935459486e-12
390,-2.49844452844863e-12
391,6.599943292481566
392,2.059526121906714e-11
393,-5.759651553779104e-12
394,-3.784587804702504e-12
395,5.383220772203022
396,2.1354848685533707e-11
397,3.45004186533618
398,-1.8701098728954154e-11
399,3.36159907704012
400,4.401079172411297
401,-4.506077306148032e-12
402,-1.9956730597813706e-12
403,-3.848151764348646e-12
404,-1.7965641399488717e-11
405,9.617751254811526e-12
406,4.906610057932343
407,2.8527217819399744e-13
408,-9.339264783081378e-12
409,-8.70711789279449e-12
410,6.924276268630426e-12
411,5.327973463506581e-12
412,-3.6036025029350815e-12
413,5.803031416984865e-12
414,2.9035625653296226e-12
415,-1.6868024102139343e-11
416,7.837121453337672e-12
417,-1.007526188502529e-11
418,2.3122870031903713e-12
419,3.4500418653328944
420,-3.0260277109600778e-12
421,1.0125867212674803e-11
422,-3.814557021421032e-12
423,1.492991504760295e-11
424,1.1331070422997567e-11
425,4.063725565035121
426,5.383220772205962
427,5.714309614642297
428,-1.5165822307595085e-11
429,-1.0509366054817204e-11
430,1.6911022381225267e-12
431,6.447589610187666
432,8.052910511318438e-13
433,-3.768658918795737e-12
434,2.0690371466943102e-12
435,6.6968821775337535
436,-1.2377504322419857e-11
437,-7.729532759483647e-12
438,3.7598772599014953e-13
439,6.790338587650264
440,1.2169615332424079e-11
441,1.9515700351414572e-12
442,-3.5800027393983525e-12
443,-1.2520644178581316e-11
444,-1.318664703064156e-11
445,-2.4691542960104836e-12
446,1.9209137582833886
447,-1.198281065808232e-11
448,4.069301339440797
449,9.012612987468774e-12
450,2.401142197886148
451,4.650630102213493
452,6.098460845448172e-12
453,5.192406253469516
454,1.3543422466768013e-11
455,5.814993450303772
456,-9.667007867681585e-12
457,4.6506301022031495
458,3.3615990770224706
459,4.5869206174938836e-12
460,5.398310712492833
461,1.0873931454720886e-11
462,4.816960222547621e-12
463,-6.320428972869371e-12
464,3.4500418653352334
465,-2.250314793385104e-11
466,3.8046883960623507e-13
467,1.5856400169515807e-11
468,-2.047336373357818e-12
469,-1.1296244968418685e-11
470,1.5549287873420453e-12
471,1.3436944764782156e-12
472,6.095588347574525
473,3.450041865360747
474,1.1183197245399803e-11
475,-5.723005578674971e-12
476,5.4361188909579924e-12
477,1.9209137582979188
478,1.1604669411344416e-12
479,-3.471366251541871e-12
480,1.4526117711549505e-11
481,9.147728994038239e-12
482,4.993151347633203e-12
483,2.6221952680657826e-13
484,7.125350499436804e-12
485,-5.667185830111642e-12
486,2.850621577383869
487,-1.3171505981094105e-11
488,1.9557331083508915e-12
489,6.572601451536484
490,4.619776683410092
491,4.1918967896401576
492,4.06372556503122
493,-9.366276350062158e-12
494,1.7645683069353137e-11
495,5.724165814394334
496,-1.3749669813228945e-11
497,-4.3048785080752514e-12
498,5.017686399168773e-12
499,1.9209137583039024
